animal,session,start,duration_s,crosses_midnight,pc_steps_inside,mid_anchor_resid_ms,n_anchors,n_garbage_dropped,n_native_start,n_native_end,start_delay_ms,off_start_ms,n_borrowed,borrowed_from,gap_to_next_s,n_kept,drift_native_ppm,drift_native_sem_ppm,native_residual_ms,tail_extrap_h,tail_extrap_unc_ms,drift_chained_ppm,chain_unc_ppm,chain_span_s,start_vs_prev_ms,end_vs_next_ms,verdict,step_note
SF10,2_20260831_195630.973,2026-08-31 19:56:30.973,16220.979,True,,0.03h:+5 0.04h:-3 0.04h:+9 0.04h:+5 0.04h:+7 0.04h:-7 0.04h:+6 0.04h:+4 0.05h:-1 0.05h:+6 0.05h:-14 0.05h:+9 0.05h:-1 0.05h:+10 0.05h:-6 0.05h:-6 0.06h:+5 0.06h:+6 0.06h:+1 0.06h:+11 0.06h:+8 0.06h:+6 0.06h:-3 0.07h:+7 0.07h:+12 0.07h:-6 0.07h:+6 0.07h:+4 0.07h:-0 0.07h:+5 0.08h:+7 0.08h:+9 0.08h:+4 0.08h:+8 0.08h:+5 0.08h:+8 0.09h:+4 0.09h:+8 0.09h:+6 0.09h:+3 0.09h:+3 0.09h:+6 0.09h:+6 0.10h:+6 0.10h:+1 0.10h:+3 0.10h:+6 0.10h:-1 0.10h:+3 0.10h:+1 0.10h:+3 0.11h:+4 0.11h:+1 0.11h:+0 0.11h:+1 0.11h:+3 0.11h:-1 0.11h:+2 0.12h:+4 0.12h:-2 0.12h:+2 0.12h:+2 0.12h:+8 0.12h:-3 0.12h:+2 0.13h:+1 0.13h:+1 0.13h:+1 0.13h:+8 0.13h:-5 0.13h:-1 0.13h:+11 0.14h:-6 0.14h:-6 0.14h:-1 0.14h:-35 0.14h:-6 0.14h:-6 0.14h:-33 0.15h:-0 0.15h:-47 0.15h:+13 0.15h:+7 0.15h:+7 0.15h:-2 0.15h:+12 0.15h:-2 0.16h:+6 0.16h:+3 0.16h:+3 0.16h:-6 0.16h:+5 0.16h:+4 0.16h:+13 0.17h:-5 0.17h:+1 0.17h:+4 0.17h:-16 0.17h:-27 0.17h:-2 0.17h:+3 0.18h:+2 0.18h:+5 0.18h:+11 0.18h:-8 0.18h:-14 0.18h:+3 0.18h:+3 0.19h:+11 0.19h:-13 0.19h:+0 0.19h:+4 0.19h:-4 0.19h:-11 0.19h:+12 0.20h:+12 0.20h:+4 0.20h:+8 0.20h:-1 0.20h:-0 0.20h:+2 0.20h:+15 0.21h:-6 0.21h:+14 0.21h:+14 0.21h:-18 0.21h:-22 0.21h:-0 0.21h:-10 0.21h:-273 1.06h:-3 1.06h:-17 1.06h:-4 1.06h:+9 1.06h:-4 1.07h:-3 1.07h:-11 1.07h:-9 1.07h:-25 1.07h:-2 1.07h:-10 1.07h:-21 1.08h:-17 1.08h:-34 1.08h:-26 1.08h:-16 1.08h:-30 1.08h:-29 1.08h:-18 1.09h:-12 1.09h:-15 1.09h:-17 1.09h:-8 1.09h:-15 1.09h:-40 1.09h:-14 1.10h:-18 1.10h:-31 1.10h:-18 1.10h:-19 1.10h:-16 1.10h:-13 1.10h:-17 1.10h:-24 1.11h:-35 1.11h:-19 1.11h:-21 1.11h:-7 1.11h:-33 1.11h:-23 1.11h:-4 1.12h:+7 1.12h:+5 1.12h:-5 1.12h:-1 1.12h:+6 1.12h:+12 1.12h:+1 1.13h:-0 1.13h:+8 1.13h:+2 1.13h:+12 1.13h:-5 1.13h:+4 1.13h:+12 1.14h:+11 1.14h:+3 1.14h:-2 1.14h:+9 1.14h:+5 1.14h:+7 1.14h:-5 1.15h:+5 1.15h:+5 1.15h:+9 1.15h:+5 1.15h:-3 1.15h:-4 1.15h:+0 1.15h:+4 1.16h:+12 1.16h:+8 1.16h:+5 1.16h:+13 1.16h:+9 1.16h:-3 1.16h:+11 1.17h:+5 1.17h:+8 1.17h:-0 1.17h:+8 1.17h:-6 1.17h:+10 1.18h:-2 1.18h:+1 1.18h:-0 1.18h:+7 1.18h:-11 1.19h:+9 1.19h:+1 1.19h:-2 1.19h:-10 1.19h:+6 1.19h:+5 1.19h:+13 1.20h:+9 1.20h:+2 1.20h:-2 1.20h:+3 1.20h:+7 1.20h:+5 1.20h:-4 1.20h:+10 1.21h:-6 1.21h:-3 1.21h:+13 1.21h:+7 1.21h:-2 1.21h:+8 1.21h:+8 1.22h:+2 1.22h:+1 1.22h:+11 1.22h:+3 1.22h:+5 1.22h:+0 1.22h:+7 1.23h:-5 1.23h:+15 1.23h:+7 1.23h:-1 1.23h:+8 1.24h:+8 1.24h:+0 1.24h:+14 1.24h:+4 1.25h:+9 1.25h:+10 1.25h:-1 1.25h:-5 1.25h:+7 1.26h:+12 1.26h:+8 1.26h:+4 1.26h:-6 1.26h:+4 1.26h:-4 1.27h:+9 1.27h:+9 1.27h:-1 1.27h:+11 1.27h:+2 1.27h:-3 1.27h:+11 1.28h:+11 1.28h:+8 1.28h:+11 1.28h:+8 1.28h:+4 1.28h:+10 1.28h:+8 1.29h:-4 1.29h:-2 1.29h:+2 1.29h:-2 1.29h:+1 1.29h:+10 1.29h:-0 1.30h:+9 1.30h:+1 1.30h:+1 1.30h:+16 1.30h:+8 1.30h:+5 1.30h:-4 1.30h:+8 1.31h:+2 1.31h:+2 1.31h:+8 1.31h:+3 1.31h:-1 1.31h:+1 1.31h:-5 1.32h:-8 1.32h:+9 1.32h:+4 1.32h:-4 1.32h:-2 1.32h:+12 1.32h:+7 1.33h:-13 1.33h:-10 1.33h:+1 1.33h:+1 1.33h:-4 1.33h:-6 1.33h:-2 1.34h:+4 1.34h:+7 1.34h:-1 1.34h:-0 1.34h:+7 1.34h:-1 1.34h:+1 1.35h:+10 1.35h:+4 1.35h:-11 1.35h:-10 1.35h:+5 1.35h:+1 1.35h:-8 1.35h:-8 1.36h:+0 1.36h:-5 1.36h:+4 1.36h:+0 1.36h:-8 1.36h:+9 1.36h:-1 1.37h:+5 1.37h:+4 1.37h:+1 1.37h:-4 1.37h:+4 1.37h:-1 1.37h:+2 1.38h:+4 1.38h:-21 1.38h:+11 1.38h:+4 1.38h:-18 1.38h:-3 1.38h:+5 1.39h:+5 1.39h:-7 1.39h:+11,386,0,24,6,1138,228,0,,11.7,384,-21.6,0.2,10.0,,,,,0.0,-13,+4,OK-native,
SF10,3_20260901_002703.626,2026-09-01 00:27:03.626,5.402,False,,,2,0,2,2,0,-114,6,prev:6,21.1,,,,,,,12130.0,56360.9,26.6,,-2,OK-chained,
SF10,4_20260901_002730.117,2026-09-01 00:27:30.117,9592.038,False,,,12,0,9,0,0,-116,0,,9401.3,,,,,,,,,0.0,-2,,one-end-only,
SF10,5_20260901_054403.494,2026-09-01 05:44:03.494,49.997,False,,,7,0,7,7,1309,7620,0,,8167.4,,,,,,,,,0.0,,-7050,one-end-only,
SF10,0_20260901_080100.926,2026-09-01 08:01:00.926,35.482,False,,,9,0,9,9,119,570,10,next:10,6.6,,,,,,,-232.4,25972.9,57.8,-7050,-15,OK-chained,
SF10,1_20260901_080143.036,2026-09-01 08:01:43.036,17818.816,False,,0.08h:-2,13,0,10,2,119,556,0,,14.3,12,-23.3,0.7,14.7,,,,,0.0,-15,+14,OK-native,
SF10,2_20260901_125856.163,2026-09-01 12:58:56.163,15429.056,False,2026-09-01 13:09:12:+2.549s@616s,4.29h:+15,24,0,18,5,0,158,0,,15.6,23,-25.6,0.6,12.6,2.06,4.8,,,0.0,+14,,"OK-native (PC step modelled) [last touch 2.2 h, tail 2.1 h extrapolated]",
SF10,3_20260901_171620.845,2026-09-01 17:16:20.845,3933.261,False,,0.15h:-19 0.15h:-15 0.15h:+4 0.15h:+12 0.15h:-2 0.16h:-12 0.16h:-33 0.16h:-4 0.16h:+19 0.16h:-3 0.16h:+10 0.16h:-0 0.17h:-3 0.17h:+11 0.17h:-2 0.17h:-25 0.17h:-15 0.17h:-9 0.17h:+11 0.18h:-14 0.18h:-35 0.18h:-4 0.18h:+21 0.18h:+10 0.18h:-27 0.18h:+21 0.19h:-10 0.19h:-4 0.19h:-8 0.19h:+15 0.19h:+14 0.19h:+0 0.19h:+13 0.19h:+11 0.20h:-5,48,0,11,2,0,2345,0,,4398.8,48,-23.8,2.8,13.8,,,,,0.0,+2567,-2100,OK-native,
SF10,4_20260901_193512.911,2026-09-01 19:35:12.911,34.24,False,,,8,0,8,8,85,150,8,next:8,7.3,,,,,,,-7.1,28338.7,52.9,-2100,-0,OK-chained,
SF10,5_20260901_193554.435,2026-09-01 19:35:54.435,14596.813,False,,3.87h:+3 3.87h:+7 3.87h:+4 3.87h:+3 3.87h:-18 3.87h:-17 3.87h:-4 3.88h:-6 3.88h:+4 3.88h:+8 3.88h:+18 3.88h:-71 3.88h:-19 3.88h:-8 3.89h:-44 3.89h:-2969 3.99h:-22 3.99h:+11 3.99h:-4 3.99h:+6 3.99h:+8 3.99h:-13 4.00h:+0 4.00h:+12 4.00h:+4 4.00h:-0 4.00h:+13 4.00h:+4 4.00h:+2 4.00h:+11 4.01h:+5 4.01h:-3 4.01h:+6 4.01h:+5 4.01h:-4 4.01h:+8 4.01h:+4 4.02h:+7 4.02h:+12 4.02h:+10 4.02h:-3,59,0,8,10,609,150,0,,8.9,57,-24.0,0.4,14.0,,,,,0.0,-0,-6,OK-native,
SF10,6_20260901_233920.182,2026-09-01 23:39:20.182,28027.878,True,,6.79h:-32 6.79h:+0 6.79h:-3 6.79h:-7 6.80h:+9 6.80h:-2 6.80h:-1 6.80h:-7 6.80h:-15 6.80h:+2 6.80h:-5 6.81h:-6 6.81h:+3 6.81h:+9 6.86h:-2 6.87h:+3 6.87h:+9 6.87h:+3 6.87h:+0 6.87h:-3 6.97h:-22 6.97h:+10 6.98h:+6 6.98h:+7 6.98h:+2 6.98h:+13 6.98h:+7 6.98h:+3 6.98h:+0 6.99h:-8 6.99h:+6 6.99h:+3 6.99h:+5 6.99h:+5 6.99h:+8 7.12h:-4 7.12h:+3 7.13h:+1 7.13h:+4 7.13h:+7 7.72h:+0 7.72h:+4,53,0,9,2,1167,-200,0,,2482.9,52,-23.2,0.1,8.2,,,,,0.0,-6,+987,OK-native,
SF10,7_20260902_080750.935,2026-09-02 08:07:50.935,3.738,False,,,2,0,2,2,788,131,0,,1449.4,,,,,,,,,0.0,,+849,one-end-only,
SF10,8_20260902_083204.119,2026-09-02 08:32:04.119,33.907,False,,,8,0,8,8,45,980,10,next:10,9.8,,,,,,,-52.4,25674.7,58.4,+849,-4,OK-chained,
SF10,9_20260902_083247.835,2026-09-02 08:32:47.835,30484.723,False,,3.53h:-3 3.53h:+17 3.53h:+11 3.53h:-16 3.53h:-13 3.53h:-10 3.53h:-9 3.54h:-14 3.54h:-30 3.54h:-11,35,0,10,15,1469,976,0,,8.9,34,-22.6,0.2,12.5,,,,,0.0,-4,+7,OK-native,
SF10,10_20260902_170101.421,2026-09-02 17:01:01.421,4446.579,False,,,11,0,9,2,1216,295,0,,2274.3,10,-26.3,1.2,6.1,,,,,0.0,+7,+118,OK-native,
SF10,11_20260902_185302.329,2026-09-02 18:53:02.329,4.275,False,,,2,0,2,2,716,299,0,,805.0,,,,,,,,,0.0,,-51,one-end-only,
SF10,12_20260902_190631.592,2026-09-02 19:06:31.592,30.912,False,,,7,0,7,7,318,248,8,next:8,9.0,,,,,,,-104.1,29057.7,51.6,-51,-5,OK-chained,
SF10,13_20260902_190711.525,2026-09-02 19:07:11.525,19087.616,True,,4.68h:+10 4.68h:+11 4.68h:+10 4.68h:+8 4.69h:+13 4.69h:-11 4.69h:+2 4.69h:+12 4.69h:+11 4.69h:+8 4.69h:+11 4.70h:+3 4.70h:+1,40,0,8,19,474,243,0,,11.8,39,-24.2,0.3,11.5,,,,,0.0,-5,+3,OK-native,
SF10,14_20260903_002530.902,2026-09-03 00:25:30.902,19835.251,False,,5.41h:+6 5.41h:+6 5.41h:+14 5.41h:-10 5.41h:+14 5.41h:-19 5.41h:+1 5.42h:+8 5.42h:+14 5.42h:+16 5.42h:-14 5.42h:-29 5.42h:-18 5.42h:+9 5.42h:-10 5.43h:+16 5.43h:-17 5.43h:-11 5.43h:+20 5.43h:+8 5.43h:-31 5.43h:+18 5.44h:-19 5.44h:-23 5.44h:-21 5.44h:+9 5.44h:-13 5.44h:+19 5.44h:-29,59,0,15,15,1240,-213,0,,8.7,58,-23.7,0.2,12.9,,,,,0.0,+3,+3,OK-native,
SF10,15_20260903_055614.833,2026-09-03 05:56:14.833,3104.704,False,,0.03h:-7,39,0,25,13,0,-672,0,,2146.4,39,-27.1,0.8,7.0,,,,,0.0,+3,,OK-native,
SF10,0_20260903_072345.895,2026-09-03 07:23:45.895,6.451,False,,,1715,0,1715,1715,1328,,0,,2085.8,,,,,,,,,0.0,,,corrupt,
SF10,1_20260903_075838.181,2026-09-03 07:58:38.181,32.589,False,,,8,0,8,8,144,720,17,next:17,9.3,,,,,,,-65.6,19918.4,75.3,,-3,OK-chained,
SF10,2_20260903_075920.109,2026-09-03 07:59:20.109,32028.89,False,2026-09-03 13:56:01:+1.280s@21401s,6.65h:+3 6.66h:+13 6.66h:+10 6.66h:-1 6.66h:+4 6.66h:+7 6.66h:+14 6.66h:+6 6.67h:+2 6.67h:+7 6.67h:+8 6.67h:+15 6.67h:+16 6.67h:+16 6.67h:+3 6.68h:+8,47,0,17,14,886,717,0,,2306.5,46,-21.7,0.1,10.0,,,,,0.0,-3,+182821,OK-native (PC step modelled),
SF10,0_20260903_173135.541,2026-09-03 17:31:35.541,4.838,False,,,2,0,2,2,74,182837,0,,1743.3,,,,,,,,,0.0,,-182093,one-end-only,
SF10,1_20260903_180043.639,2026-09-03 18:00:43.639,90.586,False,,,19,0,19,19,42,744,24,next:24,8.6,,,,,,,-10.8,9796.5,153.1,-182093,-2,OK-chained,
SF10,2_20260903_180222.843,2026-09-03 18:02:22.843,48095.693,True,,,57,0,24,33,0,743,0,,3136.4,56,-24.8,0.3,25.2,7.22,8.1,,,0.0,-2,,"OK-native [last touch 6.1 h, tail 7.2 h extrapolated]",
SF10,3_20260904_081614.901,2026-09-04 08:16:14.901,31.181,False,,,8,0,8,8,1321,778,8,next:8,7.0,,,,,,,-54.7,31057.7,48.3,,-3,OK-chained,
SF10,4_20260904_081653.075,2026-09-04 08:16:53.075,30.912,False,,,8,0,8,8,1255,775,19,next:19,6.9,,,,,,,-68.6,19321.9,77.6,-3,-6,OK-chained,
SF10,5_20260904_081730.895,2026-09-04 08:17:30.895,40631.104,False,,4.74h:-12 4.74h:+14 4.74h:-3 4.74h:+10 4.74h:+4 4.74h:+0 4.75h:-1 4.75h:+10 4.75h:+6 4.75h:-3 4.75h:+8 4.75h:+5 4.75h:+14 4.76h:-18 4.76h:+4 4.76h:-1 4.76h:+3 4.76h:+5 4.76h:+12 4.76h:-19 8.09h:+4 8.09h:+11 8.09h:+2 8.09h:+11 8.09h:+5 8.09h:+18 8.09h:+7 8.10h:+13 8.10h:+2 8.10h:+4 8.10h:+11 8.10h:+9 8.10h:+9 8.10h:+0 8.11h:+12 9.56h:-13 9.56h:-6 9.56h:+12 9.56h:-16 9.56h:+4 9.56h:+8 9.57h:-24 9.57h:+16 9.57h:-12 9.57h:-12 9.57h:+4 9.57h:+12 9.57h:+6 9.58h:+18 9.58h:+15,88,0,19,19,164,769,0,,1522.1,87,-23.0,0.1,10.0,,,,,0.0,-6,-1174,OK-native,
SF10,6_20260904_200004.108,2026-09-04 20:00:04.108,4.058,False,,,2,0,2,2,750,-1341,0,,1489.0,,,,,,,,,0.0,,+1985,one-end-only,
SF10,7_20260904_202457.187,2026-09-04 20:24:57.187,33.357,False,,,8,0,8,8,877,644,0,,7.6,,,,,,,,,0.0,+1985,,one-end-only,
SF10,8_20260904_202538.175,2026-09-04 20:25:38.175,28.083,False,,,0,0,0,0,,,0,,14.1,,,,,,,,,0.0,,,no-anchors,
SF10,9_20260904_202620.386,2026-09-04 20:26:20.386,37814.477,True,,,28,0,14,14,2535,639,0,,217.2,28,-23.3,0.3,12.2,6.26,7.1,,,0.0,,,"OK-native [last touch 4.2 h, tail 6.3 h extrapolated]",
SF10,10_20260905_070012.038,2026-09-05 07:00:12.038,1786.816,False,,,37,0,19,18,281,568,0,,2123.6,36,-50.4,5.5,11.6,0.29,5.7,,,0.0,,,"OK-native [last touch 0.2 h, tail 0.3 h extrapolated]",
SF10,11_20260905_080522.427,2026-09-05 08:05:22.427,2094.835,False,,,31,0,14,17,782,1106,0,,1819.9,31,-32.4,2.1,11.4,,,,,0.0,,-414,OK-native,
SF10,3_20260905_091037.124,2026-09-05 09:10:37.124,3.341,False,,,1,0,1,1,322,626,0,,235.4,,,,,,,,,0.0,,,no-anchors,
SF10,4_20260905_091435.882,2026-09-05 09:14:35.882,3.648,False,,,2,0,2,2,0,130,1,prev:1,112.7,,,,,,,-2005465.4,6264.4,239.4,,-711,inconsistent,
SF10,5_20260905_091632.194,2026-09-05 09:16:32.194,4.531,False,,,2,0,2,2,724,-581,2,prev:2,1319.7,,,,,,,-15916604.9,12840.7,116.8,,+1598,inconsistent,
SF10,6_20260905_093836.419,2026-09-05 09:38:36.419,43.046,False,,,10,0,10,10,366,1017,16,next:16,8.0,,,,,,,48.4,18408.4,81.5,+1598,+3,OK-chained,
SF10,7_20260905_093927.479,2026-09-05 09:39:27.479,30437.491,False,,4.73h:-3 4.73h:+12 4.73h:-9 4.73h:+4 4.74h:-2 4.74h:-3 4.74h:+2 4.74h:+6 4.74h:-4 4.74h:+4 4.74h:+1 4.74h:-4 4.75h:-4 4.75h:+3 4.75h:-8 7.80h:+3 7.80h:+12 7.81h:+9 7.81h:+2 7.81h:+10 7.81h:+8 7.81h:+7 7.81h:-6 7.81h:+2 7.82h:-4 7.82h:+2 7.82h:+0 7.82h:+11 7.82h:-0 7.82h:-1 7.82h:+0 7.83h:+4 7.83h:+14 7.83h:+2,64,0,16,14,1101,1020,0,,1350.4,63,-22.2,0.1,7.4,,,,,0.0,+3,+255,OK-native,
SF10,0_20260905_182915.337,2026-09-05 18:29:15.337,6.451,False,,,3,0,3,3,119,601,0,,1626.6,,,,,,,,,0.0,+255,-324,one-end-only,
SF10,1_20260905_185628.363,2026-09-05 18:56:28.363,34.112,False,,,7,0,7,7,267,277,15,next:15,6.9,,,,,,,-65.3,21652.6,69.3,-324,-4,OK-chained,
SF10,2_20260905_185709.365,2026-09-05 18:57:09.365,32697.818,True,,,37,0,15,22,926,273,0,,6957.4,35,-23.5,0.3,14.8,3.51,3.3,,,0.0,-4,,"OK-native [last touch 5.6 h, tail 3.5 h extrapolated]",
SF10,3_20260906_055804.599,2026-09-06 05:58:04.599,3736.666,False,,,23,0,10,13,210,8563,0,,1846.8,22,-28.3,2.0,15.9,,,,,0.0,,-10140,OK-native,
SF10,4_20260906_073108.111,2026-09-06 07:31:08.111,1.958,False,,,1,0,1,1,0,-1681,0,,1977.8,,,,,,,,,0.0,,,no-anchors,
SF10,5_20260906_080407.877,2026-09-06 08:04:07.877,32.205,False,,,8,0,8,8,935,110,18,next:18,9.1,,,,,,,17.0,18571.3,80.8,+1791,+1,OK-chained,
SF10,6_20260906_080449.175,2026-09-06 08:04:49.175,39722.074,False,,7.51h:+11 7.51h:-10 7.52h:-1 7.52h:+28 7.52h:-26 7.52h:-17 7.52h:-15 7.52h:-6 7.52h:-13 7.53h:+21 7.53h:-5 7.53h:-8 7.53h:-14 7.53h:-4,48,6305,18,16,0,111,0,,1380.0,48,-22.8,0.1,9.7,,,,,0.0,+1,+1434,OK-native,
SF10,7_20260906_192951.209,2026-09-06 19:29:51.209,5.018,False,,,2,0,2,2,28,645,0,,1124.5,,,,,,,,,0.0,,-24,one-end-only,
SF10,8_20260906_194840.721,2026-09-06 19:48:40.721,33.37,False,,,7,0,7,7,340,621,16,next:16,7.9,,,,,,,38.6,20729.9,72.4,-24,+2,OK-chained,
SF10,9_20260906_194921.983,2026-09-06 19:49:21.983,44585.856,True,,3.98h:+1 3.98h:-25 3.98h:+4 3.98h:+7 3.98h:-19 3.98h:-23 3.98h:-18 3.99h:-21 3.99h:+3 3.99h:-21 3.99h:-23 3.99h:+4 3.99h:+7 3.99h:-31 12.18h:+4 12.18h:+15 12.18h:+16 12.19h:-8 12.19h:+10 12.19h:+16 12.19h:-29 12.19h:+11 12.19h:+24 12.19h:-18 12.19h:+13 12.20h:+25 12.20h:+13 12.34h:+17 12.34h:+2 12.34h:-12 12.34h:-11 12.34h:+5 12.34h:+5 12.35h:-14 12.35h:+5 12.35h:-5 12.35h:+11 12.35h:+1,78,0,16,24,779,624,0,,1578.4,77,-23.5,0.1,13.9,,,,,0.0,+2,-913,OK-native,
SF10,0_20260907_083846.238,2026-09-07 08:38:46.238,4.838,False,,,3,0,3,3,0,-1345,2,next:2,21.9,,,,,,,51838.5,54028.0,27.8,-913,+1438,OK-chained,
SF10,2_20260907_083913.009,2026-09-07 08:39:13.009,3.584,False,,,2,0,2,2,0,93,3,prev:3,1279.2,,,,,,,5608420.9,62104.1,24.2,,-47,inconsistent,
SF10,3_20260907_090035.749,2026-09-07 09:00:35.749,51.238,False,,,11,0,11,11,1942,46,16,next:16,8.9,,,,,,,13.2,16574.1,90.5,-47,+1,OK-chained,
SF10,4_20260907_090135.869,2026-09-07 09:01:35.869,28700.762,False,,4.33h:-21 4.33h:+17 4.33h:+12 4.33h:-4 4.34h:+4 4.34h:+20 4.34h:+1 4.34h:+19 4.34h:+7 4.34h:-5 4.34h:+15 4.35h:+13 4.35h:+6 4.35h:+11 4.35h:-11 4.35h:+1 4.35h:+9 4.35h:-23 4.36h:-11 4.36h:-0 4.36h:+12 4.36h:+4 4.36h:-6,59,0,16,20,1127,48,0,,2064.2,57,-22.1,0.2,18.5,,,,,0.0,+1,+1259,OK-native,
SF10,2_20260907_173420.856,2026-09-07 17:34:20.856,25.766,False,,,6,0,6,6,191,676,0,,1292.4,,,,,,,,,0.0,+1259,-370,one-end-only,
SF10,3_20260907_175619.012,2026-09-07 17:56:19.012,33.946,False,,,8,0,8,8,896,306,8,next:8,12.9,,,,,,,94.8,24658.3,60.8,-370,+6,OK-chained,
SF10,4_20260907_175705.905,2026-09-07 17:57:05.905,31.488,False,,,8,0,8,8,0,312,15,next:15,7.5,,,,,,,-92.3,22572.7,66.5,+6,-8,OK-chained,
SF10,5_20260907_175744.885,2026-09-07 17:57:44.885,44952.358,True,,5.34h:-33 5.35h:+7 5.35h:-1 5.35h:-158 5.35h:-30 5.48h:+24 5.48h:+19 5.48h:+17 5.49h:-84 5.49h:-456 5.49h:+14 5.49h:-841 5.49h:+24 5.49h:-771 5.50h:+17 5.50h:-24 5.50h:+5 5.50h:-9 5.51h:-14 5.51h:+2 5.51h:+3 5.51h:+18 5.51h:+20 5.51h:+20 5.51h:+21 5.52h:+13 5.52h:+27 5.52h:-2117 11.20h:+18 11.20h:+21 11.20h:+28 11.20h:+1 11.21h:-7 11.21h:-5 11.21h:-19 11.21h:-35 11.21h:-6 11.21h:+0 11.21h:-8 11.22h:-4 11.22h:+15 11.22h:-5 11.22h:-542,72,0,15,14,0,304,0,,2267.6,65,-24.1,0.1,19.2,,,,,0.0,-8,+1445,OK-native,
SF10,6_20260908_070444.819,2026-09-08 07:04:44.819,3.187,False,,,2,0,2,2,29,671,0,,1089.7,,,,,,,,,0.0,,+337,one-end-only,
SF10,7_20260908_072257.739,2026-09-08 07:22:57.739,44.365,False,,,10,0,10,10,1493,1008,16,next:16,10.1,,,,,,,183.2,17719.1,84.7,+337,+18,OK-chained,
SF10,8_20260908_072352.245,2026-09-08 07:23:52.245,41691.635,False,,5.20h:-22 5.20h:+10 5.20h:+25 5.20h:+25 5.20h:-24 5.20h:-4 5.21h:-8 5.21h:-21 5.21h:+22 5.21h:+16 5.21h:+0 5.21h:-9 5.21h:+14 5.22h:+13 5.22h:-20 5.22h:+18 5.22h:+17 5.22h:+17 5.22h:-40 5.22h:+18 5.23h:-36 5.23h:-20 5.23h:+21 5.23h:-20 5.23h:-20 5.23h:-5 5.23h:-37 5.24h:-3 5.24h:-3 5.24h:+12 5.24h:+18 5.24h:+22 5.24h:-24 5.24h:-5 5.25h:-4 5.25h:-10 5.25h:-9 5.25h:-5 5.25h:-17 5.25h:-5 5.25h:-31 5.25h:-3 5.26h:+19 5.26h:+18 5.26h:+8 5.26h:+21 5.26h:-23 5.26h:+31 5.26h:-19 5.27h:-21 5.27h:-31,81,0,16,14,1246,1026,0,,1645.5,80,-22.8,0.2,17.1,,,,,0.0,+18,-506,OK-native,
SF10,9_20260908_192609.401,2026-09-08 19:26:09.401,3.29,False,,,2,0,2,2,552,-437,0,,165.7,,,,,,,,,0.0,,+1040,one-end-only,
SF10,10_20260908_192858.415,2026-09-08 19:28:58.415,8.794,False,,,4,0,4,4,0,603,0,,957.4,,,,,,,,,0.0,+1040,-347,one-end-only,
SF10,11_20260908_194504.649,2026-09-08 19:45:04.649,35.942,False,,,8,0,8,8,952,257,16,next:16,9.8,,,,,,,10.9,19805.5,75.7,-347,+0,OK-chained,
SF10,12_20260908_194550.363,2026-09-08 19:45:50.363,45282.278,True,,7.65h:-8 7.65h:-4 7.65h:+3 7.65h:-11 7.65h:+10 7.65h:+10 7.65h:-13 7.65h:+8 7.66h:+13 7.66h:+9 7.66h:+9 7.66h:-12 7.66h:+5 7.66h:+13,45,1217,16,15,1303,257,0,,,44,-23.5,0.1,11.4,,,,,0.0,+1,,OK-native,
SF11,0_20260831_072408.414,2026-08-31 07:24:08.414,2008.422,False,,,390640,0,8,11302,1046,,0,,40516.1,,,,,,,,,0.0,,,corrupt,
SF11,0_20260831_191252.932,2026-08-31 19:12:52.932,38.707,False,,,8,0,8,8,163,690,12,next:12,10.0,,,,,,,-51.7,20520.8,73.1,,-5,OK-chained,
