animal,window,session,channel,spike_band_mad_adc,theta_ratio,spindle_ratio,delta_frac,log_gamma,swr_rate_per_min,swr_peak_freq_hz,swr_dur_ms,swr_peak_z
SF12,rest day,2_20260905_094454.579,50,40.6,0.736,0.713,16.689,2.704,18.8,151.4,28.0,5.3
SF12,rest day,2_20260905_094454.579,51,53.0,0.83,0.845,13.027,3.078,65.7,156.2,32.8,9.2
SF12,rest day,2_20260905_094454.579,52,39.2,0.699,0.699,17.231,2.667,15.0,153.8,26.4,5.2
SF12,rest day,2_20260905_094454.579,53,41.4,0.797,0.75,15.585,2.79,20.9,153.8,27.2,5.6
SF12,rest day,2_20260905_094454.579,54,38.5,0.716,0.706,17.056,2.685,15.8,152.6,28.0,5.3
SF12,rest day,2_20260905_094454.579,55,54.1,0.974,0.82,12.075,3.121,69.2,158.7,33.6,9.1
SF12,rest day,2_20260905_094454.579,56,38.6,0.754,0.727,16.304,2.73,20.4,152.6,27.2,5.3
SF12,rest day,2_20260905_094454.579,57,38.7,0.685,0.691,17.571,2.659,12.7,153.8,28.0,5.3
SF12,rest day,2_20260905_094454.579,58,41.9,0.861,0.786,13.844,2.887,29.8,152.6,27.2,5.7
SF12,rest day,2_20260905_094454.579,59,43.7,0.951,0.818,12.535,3.047,55.4,156.2,28.8,7.0
SF12,rest day,2_20260905_094454.579,60,41.4,0.921,0.817,12.973,2.99,37.7,153.8,28.0,5.9
SF12,rest day,2_20260905_094454.579,61,35.2,0.776,0.736,15.835,2.762,25.1,153.8,28.0,5.5
SF12,rest day,2_20260905_094454.579,62,54.4,0.885,0.847,12.435,3.049,63.7,157.5,34.4,9.6
SF12,rest day,2_20260905_094454.579,63,44.3,0.885,0.807,13.599,2.861,30.7,152.6,26.4,5.7
